data,title
এই চোরের রেস্টুরেন্টের একটাই বৈশিষ্ট্য সেটা হলো একবার যে যায় সে আর দ্বিতীয় বার যায় না কাজেই আপনাকে যে বা যারা এটা রেকমেন্ড করেছে সে বা তারা হয় বদ্ধ উন্মাদ বা তারা এই রেস্টুরেন্টের নাম শুনেছে কিন্তু কি হয় জানে না অথবা তারা সুদীপার পাবলিক রিলেশন টিমের লোক অবশ্য এর একটা ভালো দিকও আছে এই ভিডিওটা সেই সব লোকের চোখ খুলে দেবে যারা টিভিতে সুদীপার ন্যাকামো দেখে এখানে যাওয়ার প্ল্যান করছিল,নিশ্চিত নেতিবাচক
এই জন্যেই তো কাস্টমার সব উদাও শুধু চেয়ারটেবিল পড়ে আছে,নিরপেক্ষ
এই পৃথিবীতে খাওয়াটাই হচ্ছে চরম সত্য,নিরপেক্ষ
এই প্রথম এই চ্যানেলে এরকম হাবিজাবি খাবার কে এত ভালো বলতে দেখছি,কিছুটা নেতিবাচক
এই বারবিকিউ নেশনের জন্য হলেও একবার ইন্ডিয়া যাওয়া প্রয়োজন,নিরপেক্ষ
এই মানের ভিডিও আর পেলাম না,নিরপেক্ষ
এই রকম বিস্বাদ রান্না জীবনে প্রথম খাওয়া হলো,কিছুটা নেতিবাচক
এই রান্নাঘর বন্ধ হয়ে যাবে,নিরপেক্ষ
এই সব খাবার খেতে কত টকা লাগল,নিরপেক্ষ
এই সুদীপাকে তো জি টিভি বাদ দিয়েছে তার বদলে এনেছে অপরাজিতা আঢ্যকে,কিছুটা নেতিবাচক
এইটা ভ্লগ না ভ্লগের প্রোমো তাই এত ছোট,নিরপেক্ষ
এইটা রেস্তোরাঁ যদি বাংলাদেশ এ হইত তাইলে আমি সপ্তাহে এক দিন কইরা যাইতাম,নিরপেক্ষ
এইভাবে লোকদেখিয়ে খেয়ে যাওয়া আর ওরকম অসাধারণ পরিতৃপ্তির আওয়াজ দিয়ে দর্শককুলকে লুভানো পাপ  পুরো পাপ,কিছুটা নেতিবাচক
